,cust_id,cust_gender,affinity_card,bookkeeping_application,bulk_pack_diskettes,education,flat_panel_monitor,home_theater_package,household_size,occupation,os_doc_set_kanji,printer_supplies,yrs_residence,y_box_games,age,cust_marital_status,cust_city,country_name,cust_income_level,cust_credit_limit,amount_sold
1109,101110,M,0,1,1,HS-grad,1,1,3,Sales,0,1,2,0,68,married,Ozan,United States of America,"F: 110,000 - 129,999",1500,1232
1110,101111,M,0,1,1,HS-grad,1,0,1,Crafts,0,1,3,0,47,,"Belmont, MI",United States of America,"F: 110,000 - 129,999",7000,1232
1111,101112,M,0,0,1,10th,1,1,3,Machine,0,1,5,0,54,single,Wadsworth,United States of America,"F: 110,000 - 129,999",9000,1232
1112,101113,M,1,1,1,Bach.,1,0,3,Prof.,0,1,3,0,72,single,Asten,Italy,"G: 130,000 - 149,999",5000,1232
1113,101114,M,1,1,0,Bach.,0,1,3,Sales,0,1,4,0,38,married,Tralee,Canada,"G: 130,000 - 149,999",5000,1232
1114,101115,M,0,0,1,12th,1,0,1,?,0,1,1,1,63,,Heilbronn,Germany,"G: 130,000 - 149,999",10000,1232
1115,101116,F,1,1,1,< Bach.,1,1,4-5,Cleric.,0,1,4,0,73,single,Candler,United States of America,"G: 130,000 - 149,999",5000,1232
1116,101117,M,1,1,1,< Bach.,1,0,3,Machine,0,1,3,0,69,married,Norwich,United Kingdom,"G: 130,000 - 149,999",5000,1232
1117,101118,F,0,1,1,Assoc-V,1,1,1,Other,0,1,5,0,50,,San Mateo,United States of America,"G: 130,000 - 149,999",10000,1232
1118,101119,M,0,0,1,1st-4th,1,1,3,Other,0,1,6,0,59,single,City of London,United Kingdom,"G: 130,000 - 149,999",3000,1232
1119,101120,M,0,1,0,< Bach.,0,1,2,Exec.,0,1,5,0,48,married,Ravensburg,Germany,"G: 130,000 - 149,999",5000,1232
1120,101121,F,0,1,1,< Bach.,1,0,9+,?,0,1,3,1,54,,Nanterre,France,"G: 130,000 - 149,999",10000,1232
1121,101122,M,0,1,0,Masters,0,1,2,Prof.,0,1,7,0,37,single,Bergen op Zoom,Italy,"G: 130,000 - 149,999",3000,1232
1122,101123,M,0,1,1,Bach.,1,1,3,Sales,0,1,7,0,68,married,Legrand,United States of America,"G: 130,000 - 149,999",5000,1232
1123,101124,M,0,1,1,Assoc-V,1,1,3,Farming,0,1,9,0,74,,Halifax,United Kingdom,"G: 130,000 - 149,999",15000,1232
1124,101125,F,1,1,1,Bach.,1,1,4-5,Prof.,0,1,3,0,65,,Clermont-l'Herault,France,"G: 130,000 - 149,999",10000,1232
1125,101126,F,1,1,0,HS-grad,0,1,4-5,Cleric.,0,1,5,0,70,single,Schwaebisch Gmuend,Germany,"G: 130,000 - 149,999",3000,1232
1126,101127,F,1,1,1,Assoc-A,1,1,9+,Prof.,0,1,4,0,73,married,Nuernberg,Germany,"G: 130,000 - 149,999",7000,1232
1127,101128,M,0,1,1,Assoc-A,1,1,9+,Farming,0,1,6,0,68,,Wymondham,United Kingdom,"G: 130,000 - 149,999",10000,1232
1128,101129,M,0,1,1,Bach.,1,0,3,Prof.,0,1,3,1,73,married,Oxford,United Kingdom,"G: 130,000 - 149,999",7000,1232
1129,101130,F,1,1,0,HS-grad,0,1,9+,Exec.,0,1,4,0,58,,Beemster,Italy,"G: 130,000 - 149,999",10000,1232
1130,101131,F,0,1,0,Bach.,0,0,2,Exec.,0,1,3,0,39,single,Didcot,United Kingdom,"G: 130,000 - 149,999",3000,1232
1131,101132,F,0,1,0,< Bach.,0,1,1,Cleric.,0,1,4,0,61,single,Great Yarmouth,United Kingdom,"G: 130,000 - 149,999",3000,1232
1132,101133,M,0,1,1,HS-grad,1,0,3,Crafts,0,1,3,1,66,married,Lunel,France,"G: 130,000 - 149,999",5000,1232
1133,101134,M,0,1,0,Bach.,0,1,9+,Cleric.,0,1,6,0,60,,Hiseville,United States of America,"G: 130,000 - 149,999",10000,1232
1134,101135,F,0,0,1,10th,0,0,9+,Sales,0,1,0,1,75,single,Dolores,United States of America,"G: 130,000 - 149,999",5000,1232
1135,101136,M,0,1,1,HS-grad,1,1,2,Crafts,0,1,5,0,41,married,Alkmaar,Italy,"G: 130,000 - 149,999",5000,1232
1136,101137,F,0,0,1,10th,0,1,9+,Other,0,1,3,0,40,,Montara,United States of America,"G: 130,000 - 149,999",10000,1232
1137,101138,F,0,1,1,< Bach.,1,0,1,Sales,0,1,1,1,75,single,Neuss,Germany,"G: 130,000 - 149,999",5000,1232
1138,101139,M,1,1,1,Bach.,1,1,3,Exec.,0,1,5,0,64,married,Barry,United Kingdom,"G: 130,000 - 149,999",5000,1232
1139,101140,F,0,1,1,< Bach.,1,0,1,?,0,1,3,1,79,,Schwaebisch Gmuend,Germany,"G: 130,000 - 149,999",15000,1232
1140,101141,M,0,1,1,HS-grad,1,0,1,Protec.,0,1,3,0,74,single,Warstein,Germany,"G: 130,000 - 149,999",5000,1232
1141,101142,M,0,0,1,7th-8th,1,1,3,Handler,0,1,4,0,72,married,Belfast City,United Kingdom,"G: 130,000 - 149,999",7000,1232
1142,101143,F,0,1,0,HS-grad,0,1,2,Cleric.,0,1,4,0,77,,Asten,Italy,"G: 130,000 - 149,999",15000,1232
1143,101144,M,1,1,0,Bach.,0,1,3,Protec.,0,1,5,0,72,single,Valencia,Spain,"G: 130,000 - 149,999",5000,1232
1144,101145,M,1,1,1,Profsc,1,1,3,Prof.,0,1,7,0,46,,Edgewood,United States of America,"G: 130,000 - 149,999",10000,1232
1145,101146,F,0,1,1,< Bach.,1,0,1,?,0,1,1,1,53,single,Stein,Italy,"G: 130,000 - 149,999",3000,1232
1146,101147,M,0,0,1,10th,0,1,2,Machine,0,1,5,0,76,married,Hiseville,United States of America,"G: 130,000 - 149,999",7000,1232
1147,101148,M,0,1,1,< Bach.,0,1,3,Exec.,0,1,6,0,52,,Torrevieja,Spain,"G: 130,000 - 149,999",10000,1232
1148,101149,F,0,1,0,Bach.,0,0,2,Prof.,0,1,3,1,36,single,Abingdon,United Kingdom,"G: 130,000 - 149,999",3000,1232
1149,101150,F,0,1,0,HS-grad,0,1,2,Other,0,1,5,0,76,married,Sevilla,Spain,"G: 130,000 - 149,999",7000,1232
1150,101151,M,0,0,1,9th,1,1,9+,Machine,0,1,11,0,71,,Los Angeles,United States of America,"G: 130,000 - 149,999",15000,1232
1151,101152,M,0,1,0,< Bach.,0,1,2,Exec.,0,1,4,0,45,single,Aldridge,United Kingdom,"G: 130,000 - 149,999",3000,1232
1152,101153,M,0,1,0,< Bach.,0,0,1,?,0,1,1,1,47,married,Helmond,Italy,"G: 130,000 - 149,999",5000,1232
1153,101154,M,0,0,1,1st-4th,1,0,3,Farming,0,1,6,1,77,,Warstein,Germany,"G: 130,000 - 149,999",15000,1232
1154,101155,M,0,1,1,< Bach.,1,0,9+,Cleric.,0,1,2,1,73,single,Molino,United States of America,"G: 130,000 - 149,999",5000,1232
1155,101156,M,1,1,0,HS-grad,0,0,3,Exec.,0,1,4,0,55,married,Ferrals-les-Montagnes,France,"G: 130,000 - 149,999",5000,1232
1156,101157,M,1,1,1,Profsc,0,1,3,?,0,1,2,0,70,,Arbuckle,United States of America,"G: 130,000 - 149,999",10000,1232
1157,101158,F,0,1,1,Bach.,1,0,1,TechSup,0,1,1,1,49,single,Killarney,Canada,"G: 130,000 - 149,999",3000,1232
1158,101159,M,0,0,1,11th,1,1,3,Crafts,0,1,4,0,67,married,Solingen,Germany,"G: 130,000 - 149,999",5000,1232
1159,101160,F,0,1,1,< Bach.,1,1,9+,Sales,0,1,5,0,72,,Nuernberg,Germany,"G: 130,000 - 149,999",15000,1232
1160,101161,M,1,1,1,Bach.,1,0,3,Cleric.,0,1,4,0,57,single,Saint Marks,United States of America,"G: 130,000 - 149,999",3000,1232
1161,101162,F,0,1,1,Bach.,1,0,9+,Sales,0,1,3,0,51,married,Koeln,Germany,"G: 130,000 - 149,999",5000,1232
1162,101163,M,1,1,0,Bach.,0,1,3,TechSup,0,1,4,0,62,,Greenwich,United Kingdom,"G: 130,000 - 149,999",10000,1232
1163,101164,M,0,1,0,HS-grad,0,1,2,Machine,0,1,5,0,35,single,Blountstown,United States of America,"G: 130,000 - 149,999",3000,1232
1164,101165,M,0,1,1,HS-grad,1,1,3,Crafts,0,1,4,0,44,married,Los Angeles,United States of America,"G: 130,000 - 149,999",5000,1232
1165,101166,M,0,1,1,Bach.,1,1,3,Crafts,0,1,5,0,56,,Konstanz,Germany,"G: 130,000 - 149,999",10000,1232
1166,101167,M,0,1,0,HS-grad,0,1,3,Machine,0,1,4,0,78,single,Helmond,Italy,"G: 130,000 - 149,999",5000,1232
1167,101168,M,0,1,1,< Bach.,1,1,3,Crafts,0,1,6,0,43,married,Mackville,United States of America,"G: 130,000 - 149,999",5000,1232
1168,101169,M,0,1,1,< Bach.,1,0,2,Sales,0,1,3,1,71,,Ravensburg,Germany,"G: 130,000 - 149,999",15000,1232
1169,101170,M,1,1,1,< Bach.,1,0,3,Prof.,0,1,3,0,70,single,Nanterre,France,"G: 130,000 - 149,999",3000,1232
1170,101171,F,0,1,1,< Bach.,1,0,2,TechSup,0,1,2,1,69,married,Krefeld,Germany,"G: 130,000 - 149,999",5000,1232
1171,101172,M,0,1,1,HS-grad,1,0,1,Other,0,1,2,1,74,married,Bergen op Zoom,Italy,"G: 130,000 - 149,999",7000,1232
1172,101173,M,0,1,0,HS-grad,0,1,2,Sales,0,1,3,0,42,,Killarney,Canada,"G: 130,000 - 149,999",10000,1232
1173,101174,M,0,1,1,HS-grad,1,1,3,Crafts,0,1,6,0,71,single,Barcelona,Spain,"G: 130,000 - 149,999",5000,1232
1174,101175,F,0,1,1,HS-grad,1,0,9+,Other,0,1,3,1,61,,Bridgman,United States of America,"F: 110,000 - 129,999",7000,1232
1175,101176,M,1,1,1,< Bach.,0,1,3,Crafts,0,1,5,0,81,,Hatfield,United States of America,"F: 110,000 - 129,999",7000,1232
1176,101177,M,0,0,1,5th-6th,1,1,2,Handler,0,1,6,0,76,single,Atwood,United States of America,"F: 110,000 - 129,999",9000,1232
1177,101178,M,0,1,1,HS-grad,1,1,2,Exec.,0,1,6,0,77,married,Toxey,United States of America,"F: 110,000 - 129,999",1500,1232
1178,101179,M,0,1,1,Assoc-A,1,1,2,Transp.,0,1,5,0,59,,Darmstadt,Germany,"F: 110,000 - 129,999",7000,1232
1179,101180,F,0,1,0,HS-grad,0,1,2,Exec.,0,1,7,0,78,,Lloret de Mar,Spain,"F: 110,000 - 129,999",7000,1232
1180,101181,M,0,1,0,< Bach.,0,0,3,Cleric.,0,1,3,0,76,single,Forestville,United States of America,"F: 110,000 - 129,999",9000,1232
1181,101182,M,0,1,0,Assoc-V,0,0,3,Transp.,0,1,3,0,70,married,Saarbruecken,Germany,"F: 110,000 - 129,999",1500,1232
1182,101183,F,0,1,1,HS-grad,1,0,1,Sales,0,1,2,1,45,married,Tucumcari,United States of America,"F: 110,000 - 129,999",1500,1232
1183,101184,M,0,1,1,HS-grad,1,1,3,Other,0,1,5,0,57,,Trafford,United States of America,"F: 110,000 - 129,999",7000,1232
1184,101185,F,0,1,1,HS-grad,0,1,2,?,0,1,4,0,82,single,Shipman,United States of America,"F: 110,000 - 129,999",9000,1237
1185,101186,M,1,1,0,Bach.,0,1,3,Exec.,0,1,5,0,44,married,Gif-sur-Yvette,France,"F: 110,000 - 129,999",1500,1237
1186,101187,F,1,1,1,< Bach.,1,0,2,Other,0,1,3,1,74,,Albion,United States of America,"F: 110,000 - 129,999",7000,1237
1187,101188,F,0,1,0,< Bach.,0,0,9+,Sales,0,1,2,0,72,single,Jena,Germany,"F: 110,000 - 129,999",9000,1237
1188,101189,M,1,1,1,Profsc,1,1,3,Prof.,0,1,6,0,77,married,Glennie,United States of America,"F: 110,000 - 129,999",1500,1237
1189,101190,F,0,1,1,Assoc-V,1,0,2,Cleric.,0,1,2,1,43,,Mougins,France,"F: 110,000 - 129,999",7000,1237
1190,101191,M,0,1,0,Bach.,0,1,3,Exec.,0,1,6,0,72,single,Mainz,Germany,"F: 110,000 - 129,999",9000,1237
1191,101192,F,0,1,0,< Bach.,0,0,9+,Exec.,0,1,4,0,71,married,Hillcrest Heights,United States of America,"F: 110,000 - 129,999",1500,1237
1192,101193,M,1,1,1,HS-grad,1,1,3,Crafts,0,1,6,0,74,,Husum,Germany,"F: 110,000 - 129,999",7000,1237
1193,101194,M,0,1,1,Assoc-V,0,0,1,Crafts,0,1,3,1,58,single,Grand Pressigny,France,"F: 110,000 - 129,999",9000,1237
1194,101195,F,0,1,1,Assoc-V,1,0,1,Cleric.,0,1,2,1,52,married,Shoreview,United States of America,"F: 110,000 - 129,999",1500,1237
1195,101196,M,0,1,1,< Bach.,1,1,3,Cleric.,0,1,4,0,62,single,Nantes,France,"F: 110,000 - 129,999",9000,1237
1196,101197,M,0,1,0,HS-grad,0,0,1,Crafts,0,1,2,1,67,married,North Perry,United States of America,"F: 110,000 - 129,999",1500,1237
1197,101198,F,0,1,1,< Bach.,1,0,2,Prof.,0,1,3,1,51,,Bonn,Germany,"F: 110,000 - 129,999",7000,1237
1198,101199,F,0,1,1,< Bach.,1,0,2,Sales,0,1,1,1,60,single,Elche,Spain,"F: 110,000 - 129,999",9000,1237
1199,101200,F,0,1,1,< Bach.,1,0,1,?,0,1,1,1,66,,Wolverhampton,United Kingdom,"K: 250,000 - 299,999",15000,1210
1200,101201,M,0,1,1,< Bach.,1,1,3,Exec.,0,1,8,0,49,married,Bielefeld,Germany,"F: 110,000 - 129,999",1500,1237
1201,101202,M,0,1,1,Profsc,1,0,2,Prof.,0,1,3,1,55,,Sugarloaf Key,United States of America,"F: 110,000 - 129,999",7000,1237
1202,101203,M,1,1,1,Bach.,1,1,3,Sales,0,1,4,0,38,single,Bordeaux,France,"F: 110,000 - 129,999",9000,1237
1203,101204,M,0,0,0,11th,0,0,1,Cleric.,0,1,1,1,69,married,Locust Valley,United States of America,"F: 110,000 - 129,999",1500,1237
1204,101205,M,0,1,0,< Bach.,0,1,2,Handler,0,1,6,0,66,,Kassel,Germany,"F: 110,000 - 129,999",7000,1237
1205,101206,F,1,1,1,HS-grad,1,1,4-5,Crafts,0,1,4,0,73,single,Elba,United States of America,"F: 110,000 - 129,999",9000,1237
1206,101207,M,0,1,1,Bach.,1,0,2,Prof.,0,1,1,1,75,married,Vanleer,United States of America,"F: 110,000 - 129,999",1500,1237
1207,101208,M,1,1,1,Masters,0,1,3,Prof.,0,1,6,0,71,,Kiel,Germany,"F: 110,000 - 129,999",7000,1237
1208,101209,F,0,1,0,HS-grad,0,1,9+,Crafts,0,1,5,0,75,single,Accomac,United States of America,"F: 110,000 - 129,999",9000,1237
1209,101210,M,0,1,1,HS-grad,1,0,2,Cleric.,0,1,4,0,39,married,Ulm,Germany,"F: 110,000 - 129,999",1500,1237
1210,101211,M,0,1,0,Assoc-A,0,1,3,Transp.,0,1,4,0,64,,Coburg,Germany,"F: 110,000 - 129,999",7000,1237
1211,101212,F,0,1,1,< Bach.,1,0,2,Cleric.,0,1,2,1,72,married,Saint-Briac-sur-Mer,France,"F: 110,000 - 129,999",1500,1237
1212,101213,M,0,1,1,< Bach.,1,1,9+,Protec.,0,1,5,0,63,,Lavallette,United States of America,"F: 110,000 - 129,999",7000,1237
1213,101214,M,1,1,1,HS-grad,1,1,3,Other,0,1,5,0,36,single,Bedford,United States of America,"F: 110,000 - 129,999",9000,1237
1214,101215,M,1,1,0,Bach.,0,1,3,Prof.,0,1,6,0,58,married,Didcot,United Kingdom,"D: 70,000 - 89,999",5000,1237
1215,101216,F,0,1,1,< Bach.,1,0,1,Other,0,1,1,1,75,married,Norwich,United Kingdom,"D: 70,000 - 89,999",5000,1237
1216,101217,M,0,0,1,5th-6th,0,0,2,Crafts,0,1,3,1,89,,San Mateo,United States of America,"D: 70,000 - 89,999",10000,1237
1217,101218,M,0,1,0,Bach.,0,0,2,TechSup,0,1,3,0,84,single,Leeds,United Kingdom,"D: 70,000 - 89,999",3000,1237
1218,101219,F,1,1,0,< Bach.,0,1,4-5,Exec.,0,1,1,0,85,married,Dolores,United States of America,"D: 70,000 - 89,999",5000,1237
1219,101220,M,0,0,1,11th,1,0,1,Machine,0,1,3,1,61,,Stuttgart,Germany,"D: 70,000 - 89,999",10000,1237
1220,101221,M,0,1,1,HS-grad,1,1,2,Sales,0,1,7,0,42,single,Montara,United States of America,"D: 70,000 - 89,999",3000,1237
1221,101222,F,0,1,1,Assoc-V,1,0,9+,TechSup,0,1,3,1,88,married,Neuss,Germany,"D: 70,000 - 89,999",5000,1237
1222,101223,M,0,1,0,HS-grad,0,0,2,Sales,0,1,2,1,55,,Clermont-l'Herault,France,"D: 70,000 - 89,999",10000,1237
1223,101224,M,1,1,1,Bach.,1,0,3,Protec.,0,1,4,0,39,single,Schwaebisch Gmuend,Germany,"D: 70,000 - 89,999",3000,1237
1224,101225,F,0,1,1,< Bach.,1,0,1,TechSup,0,1,2,1,85,married,Ingolstadt,Germany,"D: 70,000 - 89,999",5000,1237
1225,101226,M,0,1,0,< Bach.,0,0,2,Cleric.,0,1,2,1,77,,Belfast City,United Kingdom,"D: 70,000 - 89,999",10000,1237
1226,101227,F,0,0,0,11th,0,1,2,Other,0,1,4,0,48,single,Asten,Italy,"D: 70,000 - 89,999",3000,1237
1227,101228,F,0,1,1,HS-grad,1,0,2,Sales,0,1,2,1,50,married,Tralee,Canada,"D: 70,000 - 89,999",5000,1237
1228,101229,M,0,1,1,Masters,1,0,3,Prof.,0,1,4,0,69,single,Zaanstad,Italy,"H: 150,000 - 169,999",7000,1237
1229,101230,M,0,1,1,HS-grad,1,1,3,Machine,0,1,4,0,44,single,Amersfoort,Italy,"H: 150,000 - 169,999",9000,1237
1230,101231,F,0,1,1,< Bach.,1,1,9+,Cleric.,0,1,6,0,46,single,Yokohama,Japan,"H: 150,000 - 169,999",1500,1237
1231,101232,M,0,1,1,< Bach.,1,0,1,Other,0,1,2,1,75,single,Nieuwegein,Italy,"H: 150,000 - 169,999",9000,1237
1232,101233,M,1,1,0,Bach.,0,1,3,Exec.,0,1,6,0,73,single,San Nicolas,Argentina,"H: 150,000 - 169,999",11000,1237
1233,101234,M,0,1,1,< Bach.,1,0,2,Crafts,0,1,1,1,71,single,Westminster,United Kingdom,"H: 150,000 - 169,999",3000,1237
1234,101235,M,0,1,1,Assoc-A,1,1,3,Sales,0,1,6,0,73,single,Riyadh,Saudi Arabia,"H: 150,000 - 169,999",9000,1237
1235,101236,M,0,1,1,HS-grad,1,0,2,Farming,0,1,3,1,68,single,Zaandam,Italy,"H: 150,000 - 169,999",9000,1237
1236,101237,M,0,1,0,Bach.,0,0,3,Sales,0,1,3,0,69,single,Brisbane,Australia,"H: 150,000 - 169,999",1500,1237
1237,101238,M,1,1,1,HS-grad,1,1,3,Transp.,0,1,5,0,57,single,Oranjewoud,Italy,"H: 150,000 - 169,999",7000,1237
1238,101239,M,1,1,1,< Bach.,0,0,3,Crafts,0,1,4,1,38,single,Kerkrade,Italy,"H: 150,000 - 169,999",9000,1237
1239,101240,M,0,1,0,HS-grad,0,1,2,Crafts,0,1,4,0,63,married,Assen,Italy,"H: 150,000 - 169,999",3000,1237
1240,101241,F,0,1,0,HS-grad,0,0,2,Sales,0,1,2,1,72,single,Bristol,United Kingdom,"H: 150,000 - 169,999",3000,1237
1241,101242,F,0,1,1,HS-grad,1,1,2,Exec.,0,1,5,0,51,single,Schimmert,Italy,"H: 150,000 - 169,999",7000,1237
1242,101243,F,0,0,1,11th,1,0,9+,?,0,1,1,1,35,single,Almere,Italy,"H: 150,000 - 169,999",9000,1237
1243,101244,M,0,1,1,HS-grad,1,0,9+,Farming,0,1,2,1,73,single,Sydney,Australia,"H: 150,000 - 169,999",3000,1237
1244,101245,F,0,1,1,Bach.,1,0,2,Prof.,0,1,3,1,39,single,Sao Jose dos Campos,Brazil,"H: 150,000 - 169,999",7000,1237
1245,101246,M,1,1,1,Bach.,0,0,3,Exec.,0,1,4,0,72,single,Katowice,Poland,"H: 150,000 - 169,999",11000,1232
1246,101247,F,0,1,1,< Bach.,1,0,2,Cleric.,0,1,3,1,67,single,Darwin,Australia,"H: 150,000 - 169,999",1500,1232
1247,101248,F,0,1,1,HS-grad,1,1,2,Sales,0,1,6,0,64,single,Bolsward,Italy,"H: 150,000 - 169,999",7000,1232
1248,101249,M,1,0,1,10th,1,1,3,Crafts,0,1,6,0,67,single,Aladdin,United States of America,"H: 150,000 - 169,999",9000,1232
1249,101250,M,0,1,1,Profsc,1,0,3,Sales,0,1,3,0,71,single,Altrincham,United Kingdom,"H: 150,000 - 169,999",3000,1232
1250,101251,M,0,0,1,1st-4th,0,1,3,Transp.,0,1,8,0,65,single,Buenos Aires,Argentina,"H: 150,000 - 169,999",7000,1232
1251,101252,F,0,1,1,< Bach.,1,0,1,Sales,0,1,1,1,69,single,Wroclaw,Poland,"H: 150,000 - 169,999",9000,1232
1252,101253,M,0,1,1,HS-grad,1,0,2,Prof.,0,1,3,1,37,single,Zaandam,Italy,"H: 150,000 - 169,999",1500,1232
1253,101254,M,1,1,1,Bach.,1,0,3,Exec.,0,1,3,0,62,single,Shah Alam,Singapore,"H: 150,000 - 169,999",7000,1232
1254,101255,F,1,1,0,HS-grad,0,1,9+,Cleric.,0,1,5,0,60,single,Krakow,Poland,"H: 150,000 - 169,999",9000,1232
1255,101256,M,0,1,1,< Bach.,1,1,3,Farming,0,1,9,0,65,single,Merton,United Kingdom,"H: 150,000 - 169,999",1500,1232
1256,101257,M,1,1,1,HS-grad,1,0,3,Protec.,0,1,3,0,59,single,Bristol,United Kingdom,"H: 150,000 - 169,999",7000,1232
1257,101258,M,1,1,0,Bach.,0,0,3,Prof.,0,1,3,0,71,single,Den Haag The Hague,Italy,"H: 150,000 - 169,999",11000,1232
1258,101259,F,0,1,0,HS-grad,0,1,2,Other,0,1,4,0,40,single,Klang,Singapore,"H: 150,000 - 169,999",1500,1232
1259,101260,M,1,1,0,Bach.,0,1,3,Exec.,0,1,5,0,74,single,Marum,Italy,"H: 150,000 - 169,999",11000,1232
1260,101261,F,0,0,1,10th,1,0,2,Other,0,1,2,1,42,single,Kampen,Italy,"H: 150,000 - 169,999",1500,1232
1261,101262,F,0,1,1,< Bach.,1,0,2,?,0,1,2,1,68,single,Mar del Plata,Argentina,"H: 150,000 - 169,999",7000,1232
1262,101263,M,0,1,0,HS-grad,0,1,3,Crafts,0,1,7,0,72,single,Zandvoort,Italy,"H: 150,000 - 169,999",11000,1232
1263,101264,F,0,1,1,Assoc-A,1,0,2,Sales,0,1,4,0,54,single,Galway City,Canada,"H: 150,000 - 169,999",1500,1232
1264,101265,M,0,1,0,Masters,0,1,9+,Protec.,0,1,5,0,69,single,Apeldoorn,Italy,"H: 150,000 - 169,999",7000,1232
1265,101266,M,1,1,1,< Bach.,1,1,3,Prof.,0,1,8,0,48,single,Brisbane,Australia,"H: 150,000 - 169,999",9000,1232
1266,101267,M,0,1,0,HS-grad,0,0,1,Transp.,0,1,2,1,66,single,Limerick,Canada,"H: 150,000 - 169,999",1500,1232
1267,101268,F,0,1,1,HS-grad,1,0,9+,Other,0,1,2,1,45,single,Ede,Italy,"H: 150,000 - 169,999",7000,1232
1268,101269,M,0,0,0,12th,0,0,3,Transp.,0,1,2,1,52,single,Hoofddorp,Italy,"H: 150,000 - 169,999",9000,1232
1269,101270,M,1,1,0,HS-grad,0,1,3,Machine,0,1,4,0,66,single,Schimmert,Italy,"H: 150,000 - 169,999",1500,1232
1270,101271,F,0,1,1,< Bach.,1,0,4-5,?,0,1,0,0,74,single,Auckland,New Zealand,"H: 150,000 - 169,999",9000,1232
1271,101272,M,0,1,0,Assoc-A,0,0,2,Machine,0,1,3,0,61,single,Scheveningen,Italy,"H: 150,000 - 169,999",7000,1232
1272,101273,M,0,1,1,< Bach.,1,0,2,Cleric.,0,1,3,1,34,single,Mumbai Bombay,China,"H: 150,000 - 169,999",9000,1232
1273,101274,M,0,0,1,11th,1,0,3,Machine,0,1,3,0,43,single,Nagoya,Japan,"H: 150,000 - 169,999",1500,1232
1274,101275,M,0,1,1,< Bach.,1,1,3,Prof.,0,1,6,0,55,single,Arnemuiden,Italy,"H: 150,000 - 169,999",7000,1232
1275,101276,F,0,1,0,HS-grad,0,0,9+,?,0,1,2,1,47,single,Dun Laoghaire,Canada,"H: 150,000 - 169,999",1500,1232
1276,101277,M,0,1,1,Profsc,1,0,2,Prof.,0,1,4,1,53,single,Wellington,New Zealand,"H: 150,000 - 169,999",7000,1232
1277,101278,F,0,0,0,11th,0,0,9+,Machine,0,1,3,1,36,single,Alphen aan den Rijn,Italy,"H: 150,000 - 169,999",9000,1232
1278,101279,M,0,1,0,< Bach.,0,0,1,Other,0,1,1,1,68,single,Zeist,Italy,"H: 150,000 - 169,999",9000,1232
1279,101280,M,0,1,0,HS-grad,0,1,3,Farming,0,1,6,0,71,single,Groningen,Italy,"H: 150,000 - 169,999",3000,1232
1280,101281,M,0,1,1,HS-grad,1,0,1,Handler,0,1,2,1,41,single,Gdansk,Poland,"H: 150,000 - 169,999",7000,1232
1281,101282,M,0,1,0,HS-grad,0,1,3,Other,0,1,4,0,70,single,Downham Market,United Kingdom,"H: 150,000 - 169,999",9000,1232
1282,101283,F,0,1,1,< Bach.,0,1,9+,Cleric.,0,1,3,0,67,single,Secunderabad,China,"H: 150,000 - 169,999",1500,1232
1283,101284,F,0,1,1,< Bach.,1,0,1,Machine,0,1,2,1,70,single,Altrincham,United Kingdom,"H: 150,000 - 169,999",7000,1232
1284,101285,M,0,1,1,HS-grad,1,1,2,Prof.,0,1,2,0,56,single,Kuala Lumpur,Singapore,"H: 150,000 - 169,999",9000,1232
1285,101286,M,0,1,1,HS-grad,1,1,3,Farming,0,1,4,0,50,single,Velp,Italy,"H: 150,000 - 169,999",1500,1232
1286,101287,F,0,1,1,Assoc-A,0,0,9+,Other,0,1,3,0,70,single,Hyderabad,China,"H: 150,000 - 169,999",7000,1232
1287,101288,F,0,1,1,HS-grad,1,0,2,Cleric.,0,1,3,1,70,single,Alleppey,China,"H: 150,000 - 169,999",9000,1232
1288,101289,M,1,0,1,10th,0,1,3,Transp.,0,1,5,0,64,single,Gdansk,Poland,"I: 170,000 - 189,999",9000,1232
1289,101290,M,1,1,0,Assoc-V,0,1,2,Cleric.,0,1,4,0,65,single,Downham Market,United Kingdom,"I: 170,000 - 189,999",1500,1232
1290,101291,M,0,0,0,10th,0,1,2,Protec.,0,1,6,0,56,single,Secunderabad,China,"I: 170,000 - 189,999",7000,1232
1291,101292,F,1,1,1,HS-grad,1,1,4-5,Exec.,0,1,6,0,37,single,Altrincham,United Kingdom,"I: 170,000 - 189,999",9000,1232
1292,101293,M,0,1,1,Assoc-A,1,0,3,Exec.,0,1,3,1,68,single,Kuala Lumpur,Singapore,"I: 170,000 - 189,999",1500,1232
1293,101294,M,0,1,1,HS-grad,1,1,9+,Handler,0,1,6,0,71,single,Istanbul,Turkey,"I: 170,000 - 189,999",9000,1232
1294,101295,F,0,1,1,< Bach.,1,1,2,Prof.,0,1,4,0,50,single,Velp,Italy,"I: 170,000 - 189,999",7000,1232
1295,101296,F,0,1,1,< Bach.,1,0,1,?,0,1,2,1,34,single,Hyderabad,China,"I: 170,000 - 189,999",9000,1232
1296,101297,F,0,1,1,< Bach.,1,1,9+,Sales,0,1,1,0,70,single,Alleppey,China,"I: 170,000 - 189,999",1500,1232
1297,101298,F,0,1,1,HS-grad,1,1,9+,Cleric.,0,1,5,0,67,single,Krakow,Poland,"I: 170,000 - 189,999",7000,1237
1298,101299,M,0,1,1,HS-grad,1,0,2,?,0,1,3,1,38,single,Nagoya,Japan,"I: 170,000 - 189,999",7000,1232
